level,notation,prefLabel,scopeNote,note
3,KLQ1-499,Bukharskaia Narodnaia Sovetskaia Respublika (to 1924),,
3,KLR1-490,Kazakhstan,,
3,KLR1001-1499,Khorezmskaia Sovetskaia Sotsialisticheskaia Respublika (to 1924),,
3,KLS1-490,Kyrgyzstan,,
3,KLT1-490,Tadjikistan,,
3,KLV1-490,Turkmenistan,,
3,KLW1-490,"Uzbekistan Asia and Eurasia, Africa, Pacific Area, and Antarctica",,
2,Asia,Asia,,
3,KM1-999,General,,
3,MiddleEastSouthwestAsia,Middle East. Southwest Asia,,
4,KMC1-799,Regional comparative and uniform law,,
4,KME10-799,Regional organization and integration,,
4,KMF1-293.5,Armenia (Republic),,
4,KMF1001-1490,Bahrain,,
4,KMG1-489,Gaza,,
4,KMH1-4990,Iran,,
4,KMJ1-4990,Iraq,,
4,KMK1-4990,Israel,,
4,KML1-490,Jerusalem,,
4,KMM1-490,Jordan,,
4,KMM501-994,"West Bank (Territory under Israeli occupation, 1967- )",,
4,KMN1-499,Kuwait,,
4,KMP1-490,Lebanon,,
4,KMQ1-490,Oman,,
4,KMQ1001-1499,Palestine (to 1948),,
4,KMS1-490,Qatar,,
4,KMT1-4990,Saudi Arabia,,
4,SouthernYemen,Southern Yemen,,see KMY
4,KMU1-490,Syria,,
4,KMV1-9870,United Arab Emirates,,
4,KMX1001-1526,Yemen,,
4,KMY1-489,"Yemen (People's Democratic Republic) (to 1990) Asia and Eurasia, Africa, Pacific Area, and Antarctica Asia",,
3,SouthAsiaSoutheastAsiaEastAsia,South Asia. Southeast Asia. East Asia,,
4,KNC1-999,Regional comparative and uniform law,,
4,KNE150-499,Regional organization and integration,,
4,KNF1-4990,Afghanistan,,
4,KNG1-4990,Bangladesh,,
4,KNH1-490,Bhutan,,
4,KNK1-490,Brunei,,
4,KNL1-4990,Burma,,
4,KNM1-4990,Cambodia,,
4,KNN1-9000,China,,
4,KNP1-599,"China (Republic, 1949- ). Taiwan",,
4,KNQ1-9665,"China (People's Republic, 1949- )",,
4,KNR1-489,Hong Kong,,
4,KNS1-4999,India,,
5,KNT-KNU,"States, cities, etc.",,
4,KNV1-489,French Indochina,,
4,KNW1-4990,Indonesia,,
4,KNX1-4999,Japan,,
5,KNY10-220,"Cities, etc. Asia and Eurasia, Africa, Pacific Area, and Antarctica Asia South Asia. Southeast Asia. East Asia",,
4,KPA1-4990,Korea. South Korea,,
4,KPC1-4990,Democratic People's Republic of Korea. North Korea,,
4,KPE1-4990,Laos,,
4,KPF1-489,Macao,,
4,KPG1-6999,Malaysia,,
5,KPG7001-9999,States of East and West Malaysia (1957- ) (Part 1),,
5,KPH1-4990,States of East and West Malaysia (1957- ) (Part 2),,
4,KPH5001-5490,Maldives,,
4,KPJ1-490,Mongolia,,
4,KPK1-490,Nepal,,
4,KPL1-4990,Pakistan,,
4,KPM1-4990,Philippines,,
4,KPP1-499,Singapore,,
4,KPS1-4990,Sri Lanka,,
4,KPT1-4990,Thailand,,
4,KPV1-8094,Vietnam,,
4,KPW1-489,"Vietnam. South Vietnam Asia and Eurasia, Africa, Pacific Area, and Antarctica",,
2,Africa,Africa,,
3,KQ2-197,History of law,,
3,KQ2010-9000,Law of indigenous peoples,,
3,KQC1-999,Regional comparative and uniform law,,
3,KQE10-1249,Regional organization and integration,,
3,KQG1-4990,Algeria,,
3,KQH1-4990,Angola,,
3,KQJ1-490,Benin,,
3,KQK1-490,Botswana,,
3,KQM1-499,British Central Africa Protectorate,,
3,KQP1-499,British Indian Ocean Territory,,
3,KQP1001-1499,British Somaliland,,
3,KQT1-490,Burkina Faso,,
3,KQV1-490,Burundi,,
3,KQW1-8020,Cameroon,,
3,KQX1-490,"Cape Verde Asia and Eurasia, Africa, Pacific Area, and Antarctica Africa",,
3,KRB1-490,Central African Republic,,
3,KRC1-490,Chad,,
3,KRE1-490,Comoros,,
3,KRG1-490,Congo,,
3,KRK1-490,Djibouti,,
3,KRL1-499,East Africa Protectorate,,
3,KRM1-4990,Egypt,,
3,KRN1-499,Eritrea,,
3,KRP1-4990,Ethiopia,,
3,KRR1-499,French Equatorial Africa,,
3,KRS1-499,French West Africa,,
3,KRU1-490,Gabon,,
3,KRV1-489,Gambia,,
3,KRW1-499,German East Africa,,
3,KRX1-4990,Ghana,,
3,KRY1-499,"Gibraltar Asia and Eurasia, Africa, Pacific Area, and Antarctica Africa",,
3,KSA1-490,Guinea,,
3,KSC1-490,Guinea-Bissau,,
3,KSE1-490,Equatorial Guinea,,
3,KSE601-699,Ifni,,
3,KSG1-499,Italian East Africa,,
3,KSG1001-1499,Italian Somaliland,,
3,KSH1-4990,Ivory Coast,,
3,KSK1-4990,Kenya,,
3,KSL1-490,Lesotho,,
3,KSN1-490,Liberia,,
3,KSP1-4990,Libya,,
3,KSR1-490,Madagascar,,
3,KSS1-490,Malawi,,
3,KST1-490,Mali,,
3,KSU1-490,Mauritania,,
3,KSV1-490,Mauritius,,
3,KSV5001-5490,Mayotte,,
3,KSW1-4990,Morocco,,
3,KSX1-4990,Mozambique,,
3,KSY1-4990,Namibia,,
3,KSZ1-490,"Niger Asia and Eurasia, Africa, Pacific Area, and Antarctica Africa",,
3,KTA1-9150,Nigeria,,
3,KTC1-499,Réunion,,
3,KTD1-490,Rwanda,,
3,KTE1-490,Saint Helena,,
3,KTF1-490,São Tomé and Principe,,
3,KTG1-4990,Senegal,,
3,KTH1-490,Seychelles,,
3,KTJ1-490,Sierra Leone,,
3,KTK1-490,Somalia,,
3,KTL1-9560,"South Africa, Republic of",,
3,KTN1-499,Spanish West Africa (to 1958),,
3,KTN601-699,Spanish Sahara (to 1975),,
3,KTQ1-4990,Sudan,,
3,KTR1-490,Swaziland,,
3,KTT1-9910,Tanzania,,
3,KTU1-490,Togo,,
3,KTV1-4990,Tunisia,,
3,KTW1-490,Uganda,,
3,KTX1-4990,Zaire,,
3,KTY1-490,Zambia,,
3,KTY1501-1599,Zanzibar (to 1964),,
3,KTZ1-490,"Zimbabwe Asia and Eurasia, Africa, Pacific Area, and Antarctica Pacific Area",,
3,KU1-4999,Australia,,
4,KUA-KUH,States and territories,,
4,ExternalTerritories,External territories,,
5,KUN501-599,Norfolk Island,,
4,KUN3001-3050,"Cities, communities, etc.",,
3,KUQ1-4990,"New Zealand Asia and Eurasia, Africa, Pacific Area, and Antarctica Pacific Area Pacific area jurisdictions",,
4,RegionalComparativeAndUniformLaw,Regional comparative and uniform law,,
5,KVB1-999,Australia and New Zealand,,
5,KVC1-999,Other Pacific area jurisdictions,,
4,KVE200-349,Regional organization and integration,,
4,KVH1-490,American Samoa,,
4,KVH1001-1499,British New Guinea (Territory of Papua),,
4,KVL1-489,Cook Islands,,
4,KVM1-489,Easter Island,,
4,KVN1-490,Fiji,,
4,KVP1-100,French Polynesia,,
4,KVP1001-1099,German New Guinea (to 1914),,
4,KVQ1-490,Guam,,
4,KVR1-490,Kiribati,,
4,KVS1-490,Marshall Islands,,
4,KVS501-990,Micronesia (Federated States),,
4,KVS2501-2999,Midway Islands,,
4,KVU1-499,Nauru,,
4,KVU1001-1099,Netherlands New Guinea (to 1963),,
4,KVW1-490,"New Caledonia Asia and Eurasia, Africa, Pacific Area, and Antarctica Pacific Area Pacific area jurisdictions",,
4,KWA1-489,Niue,,
4,KWC1-490,Northern Mariana Islands,,
4,KWE1-499,Pacific Islands (Trust Territory),,
4,KWG1-490,Palau,,
4,KWH1-490,Papua New Guinea,,
4,KWL1-499,Pitcairn Island,,
4,KWL2001-2490,Solomon Islands,,
4,KWP1-490,Tonga,,
4,KWQ1-490,Tuvalu,,
4,KWR1-490,Vanuatu,,
4,KWT1-489,Wake Island,,
4,KWT2001-2490,Wallis and Futuna Islands,,
4,KWW1-490,Western Samoa,,
2,KWX,Antarctica,,
1,KZ2-6795,Law of nations,,
2,KZ2-5.5,Bibliography,,
2,KZ24-38,"Societies, etc.",,
3,KZ27-37,National,,
2,KZ(60)-62.5,Intergovernmental congresses and conferences,,
2,KZ(63)-1152,Sources. Fontes juris gentium,,
3,KZ118-194,Treaties and other international agreements,,
4,KZ119-165,To 1920,,
4,KZ170-173,1920-,,
4,KZ176-182.5,Boundary treaties,,
4,KZ183-183.5,"Treaties of arbitration, investigation, etc.",,
4,KZ184-194,Peace treaties,,
3,KZ199-218,Judicial decisions and arbitral awards. Law reports,,
3,KZ221-1152,By region or country,,
2,KZ1165-1208,Trials,,
3,KZ1168-1208,War crime trials,,
2,KZ1234-1236,Legal research. Legal bibliography,,
2,KZ1249-1252,International law and other disciplines,,
2,KZ1255-1273,Theory and principles,,
3,KZ1267-1273,Domain of the law of nations,,
2,KZ1284-1285.5,Methodology,,
2,KZ1287-1296,Codification of the law of nations,,
2,KZ1298-1304,The law of treaties. System of treaty law,,
2,KZ(1319)-(1327),International legal regimes,,
2,KZ1329-3085,Early/Medieval development to ca. 1900. Ius Naturae et Gentium,,
3,KZ1330-1339,Peace of Westphalia to the French Revolution (1648-1789),,
3,KZ1345-1369,French Revolution to the American Civil War (1789-1861),,
3,KZ1373-1387.2,American Civil War to the First Conference of the Hague (1861-1899),,
3,KZ2064-3085,Publicists. Writers on public international law,,
2,KZ3092-3405,20th century,,
3,KZ3110-3405,Publicists. Writers on public international law,,
2,KZ3410,21st century,,
2,KZ3670-3881,Objects of the law of nations. Territory and its different parts,,
2,KZ3900-(5490),The international legal community and members,,
3,KZ3910-(5490),Subjects of the law of nations,,
4,KZ4002-4080,The state,,
4,KZ4110,By region,,
4,KZ4112-4820,By state,,
4,KZ4850-(5490),Intergovernmental organizations. IGOs,,
5,KZ4853-(4934),The League of Nations,,
5,KZ(4935)-5275,The United Nations,,
5,KZ(5330)-(5490),Regional organizations,,
2,KZ5510-6299,International law of peace and peace enforcement,,
3,KZ5586-5893,The system of collective security,,
4,KZ5615-5893,Arms control and disarmament regimes,,
5,KZ5637-5645,Conventional arms control,,
5,KZ5647-5686,Nuclear (Strategic) arms limitation,,
5,KZ5687-5788.5,Nuclear weapon free zones and zones of peace,,
5,KZ5834-5865,Other weapons of mass destruction,,
5,KZ5870-5893,Mutual and balanced reduction of armed forces,,
4,KZ5900-5967,Military pact systems for collective self-defense,,
4,KZ6009-6299,Pacific settlement of international disputes and conflict resolution,,
5,KZ6115-6299,Arbitration and adjudication,,
2,KZ6350-6785,Enforced settlement of international disputes,,
3,KZ6360-6373,Non-military coercion,,
3,KZ6374-(6377),Threat of force,,
3,KZ6378-6795,Law of war and neutrality. Jus belli,,
4,KZ6427-6437,Warfare on land,,
4,KZ6440-6530,Humanitarian law,,
4,KZ6540-6660,Warfare on sea,,
4,KZ6665-6714,Air warfare,,
4,KZ6730-6785,The end of war. Armistice. Surrender. Postliminy,,
1,KZA1002-(4205),Law of the sea,,
2,KZA1040-1065,Intergovernmental congresses and conferences,,
2,KZA1118-1122,Treaties and other international agreements,,
2,KZA1340-1417,Concepts and principles,,
3,KZA1340,Mare clausum doctrine,,
3,KZA1348-1405,Mare liberum doctrine,,
2,KZA1430-1690,Maritime boundaries,,
3,KZA1630-1664,Continental shelf,,
2,KZA(3481)-(3900),Marine resources conservation and development,,
3,KZA(3891)-(3900),High-seas fisheries and fisheries regimes,,
2,KZA4130-(4205),Public order of the oceans,,
1,KZD1002-6715,Space law. Law of outer space,,
2,KZD1040-1065,Intergovernmental congresses and conferences,,
2,KZD1118-1122,Treaties and other international agreements,,
2,KZD1340-1400,Concepts and principles. Theory,,
3,KZD1390-1400,Regulated use theory,,
2,KZD1410,The source of the law of space,,
2,KZD1420-1455,Boundaries,,
2,KZD3489-4406,Peaceful uses of outer space,,
3,KZD3489.5-3608,Space resources,,
3,KZD4030-4326,Public order in space and outer space,,
4,KZD4080-4210,Space flight,,
4,KZD(4301)-4310,Space communication,,
3,KZD4320.2-4326,Rescue operations in outer space,,
3,KZD4440-4406,Liability for accidents,,
2,KZD5614-6715,Un-peaceful uses of outer space,,
3,KZD5620-5622.2,Treaties and other international agreements,,
3,KZD5648-5680.2,Disarmament and demilitarization regimes in outer space,,
0,L,EDUCATION,,
1,L7-991,Education (General),,
2,L7-97,Periodicals. Societies,,
2,L101,Yearbooks,,
2,L107,Congresses,,
2,L111-791,"Official documents, reports, etc.",,
2,L797-898,Educational exhibitions and museums,,
2,L899,School fairs,,
2,L900-991,Directories of educational institutions,,
1,LA5-2396,History of education,,
2,LA5-25,General,,
2,LA31-135,By period,,
2,LA173-186,Higher education,,
2,LA201-398,United States,,
2,LA410-2284,Other regions or countries,,
2,LA2301-2396,Biography,,
1,LB5-3640,Theory and practice of education,,
2,LB5-45,General,,
2,LB51-885,Systems of individual educators and writers,,
2,LB1025-1050.75,Teaching (Principles and practice),,
3,LB1049.9-1050.75,Reading (General),,
2,LB1050.9-1091,Educational psychology,,
2,LB1101-1139,Child study,,
2,LB1139.2-1139.5,Early childhood education,,
2,LB1140-1140.5,Preschool education. Nursery schools,,
2,LB1141-1489,Kindergarten,,
2,LB1501-1547,Primary education,,
2,LB1555-1602,Elementary or public school education,,
2,LB1603-1696.6,Secondary education. High schools,,
2,LB1705-2286,Education and training of teachers and administrators,,
3,LB1771-1773,Certification of teachers,,
3,LB1775-1785,Professional aspects of teaching and school administrators. Vocational guidance,,
3,LB1805-2151,State teachers colleges,,
4,LB1811-1987,United States,,
4,LB1991-2151,Other regions or countries,,
3,LB2165-2278,Teacher training in universities and colleges,,
2,LB2300-2430,Higher education,,
3,LB2326.4-2330,Institutions of higher education,,
3,LB2331.7-2335.8,Teaching personnel,,
3,LB2335.86-2335.885,Trade unions,,
3,LB2335.95-2337,"Endowments, trusts, etc.",,
3,LB2337.2-2340.8,Student financial aid,,
3,LB2341-2341.95,Supervision and administration. Business management,,
3,LB2351-2359,Admissions and entrance requirements,,
3,LB2361-2365,Curriculum,,
3,LB2366-2367.75,College examinations,,
3,LB2371-2372,Graduate education,,
3,LB2381-2391,Academic degrees,,
2,LB2799-2799.3,Educational consultants and consulting,,
2,LB2801-3095,School administration and organization,,
3,LB2831.6-2831.99,Administrative personnel,,
3,LB2832-2844.1,Teaching personnel,,
3,LB2844.52-2844.63,Trade unions,,
3,LB3011-3095,School management and discipline,,
4,LB3045-3048,Textbooks,,
4,LB3050-3060.87,"Educational tests, measurements, evaluations and examinations",,
2,LB3201-3325,School architecture and equipment. School physical facilities. Campus planning,,
2,LB3401-3495,School hygiene. School health services,,
2,LB3497-3499,Hygiene in universities and colleges,,
2,LB3525-3575,Special days,,
2,LB3602-3640,School life. Student manners and customs,,
1,LC8-6691,Special aspects of education,,
2,LC8-59,Forms of education,,
3,LC8,General works,,
3,LC15,Conversation and culture,,
3,LC25-33,Self-education. Self-culture,,
3,LC37-44.3,Home education,,
3,LC45-45.8,Nonformal education,,
3,LC47-58.7,Private school education,,
4,LC58-58.7,Preparatory schools. Preparatory school education,,
3,LC59,Public school education,,
2,LC65-245,Social aspects of education,,
3,LC65-67.68,Economic aspects of education,,
3,LC68-70,Demographic aspects of education,,
3,LC71-120.4,Education and the state,,
4,LC72-72.5,Academic freedom,,
4,LC107-120.4,Public school question. Secularization. Religious instruction in the public schools,,
3,LC129-139,Compulsory education,,
3,LC142-148.5,Attendance. Dropouts,,
3,LC149-161,Literacy. Illiteracy,,
3,LC165-182,Higher education and the state,,
3,LC184-188,Taxation of schools and colleges,,
3,LC189-214.53,Educational sociology,,
4,LC212-212.863,Discrimination in education,,
4,LC212.9-212.93,Sex differences in education,,
4,LC213-214.53,Educational equalization. Right to education,,
3,LC215-238.4,Community and the school,,
4,LC223,Schools as community centers,,
4,LC225-226.7,Home and school,,
4,LC230-235,Parent-teacher associations. Home and school associations,,
4,LC237-238.4,College-university and the community,,
3,LC241-245,"Foundations, endowments, funds",,
2,LC251-951,Moral and religious education,,
3,LC251-318,Moral education. Character building,,
3,LC321-951,Religion and education. Education under church control,,
4,LC361-629,Christian education. Church education,,
5,LC446-454,Orthodox Eastern Church,,
5,LC461-510,Roman Catholic,,
5,LC531-629,Protestant,,
4,LC701-775,Jewish education,,
4,LC901-915,Islamic education,,
4,LC921-929.7,Buddhist education,,
4,LC951,Other,,
2,LC980-1099.5,Types of education,,
3,LC1001-1024,Humanistic education. Liberal education,,
4,LC1022-1022.25,Computer-assisted education,,
3,LC1025-1027,Collective education,,
3,LC1030,Communist education,,
3,LC1031-1034.5,Competency based education,,
3,LC1035-1035.8,Basic education. Basic skills education,,
3,LC1036-1036.8,Community education,,
3,LC1037-1037.8,Career education,,
3,LC1041-1048,Vocational education (General),,
3,LC1049-1049.8,Cooperative education,,
3,LC1051-1072,Professional education,,
3,LC1081-1087.4,Industrial education (General),,
3,LC1090-1091,Political education,,
3,LC1099-1099.5,Multicultural education (General),,
2,LC1200-1203,Inclusive education,,
2,LC1390-5160.3,Education of special classes of persons,,
3,LC1390,Men. Boys,,
3,LC1401-2572,Women. Girls,,
3,LC2574-2576,Gays. Lesbians. Bisexuals,,
3,LC2580-2582,Student-athletes,,
3,LC2601-2611,Education in developing countries,,
3,LC2630-2638,Asian Americans. Asians in the United States,,
3,LC2667-2698,Latin Americans. Hispanic Americans,,
4,LC2680-2688,Mexican Americans. Mexicans in the United States,,
4,LC2690-2698,Puerto Ricans. Puerto Ricans in the United States,,
3,LC2699-2913,Blacks. African Americans,,
3,LC3001-3501,Asians,,
3,LC3503-3520,Romanies. Gypsies,,
3,LC3530-3540,Lapps,,
3,LC3551-3593,Jews,,
3,LC3701-3740,Immigrants or ethnic and linguistic minorities. Bilingual schools and bilingual education,,
3,LC3745-3747,Children of immigrants (First generation),,
3,LC3950-4806.5,Exceptional children and youth. Special education,,
4,LC3991-4000,Gifted children and youth,,
4,LC4001-4806.5,Children and youth with disabilities. Learning disabled children and youth,,
3,LC4812-5160.3,Other special classes,,
2,LC5161-5163,Fundamental education,,
2,LC5201-6660.4,Education extension. Adult education. Continuing education,,
3,LC5451-5493,Aged education,,
3,LC5501-5560,Evening schools,,
3,LC5701-5771,Vacation schools. Summer schools,,
3,LC5800-5808,Distance education,,
3,LC5900-6101,Correspondence schools,,
3,LC6201-6401,University extension,,
3,LC6501-6560.4,Lyceums and lecture courses. Forums,,
3,LC6571-6581,Radio and television extension courses. Instruction by radio and television,,
3,LC6601-6660.4,Reading circles and correspondence clubs,,
2,LC6681,Education and travel,,
2,LC6691,Traveling educational exhibits,,
1,LD13-7501,Individual institutions,,
2,IndividualInstitutionsUnitedStates,United States,,
3,LD13-7251,Universities. Colleges,,
4,LD6501,Community colleges. Junior colleges,,
4,LD7020-7251,Women's colleges,,
3,LD7501,Secondary and elementary schools,,
1,LE3-78,Individual institutions,,
2,IndividualInstitutionsAmericaExceptUnitedStates,America (except United States),,
3,LE3-5,Canada,,
3,LE7-9,Mexico,,
3,LE11-13,Central America,,
3,LE15-17,West Indies,,
3,LE21-78,South America,,
4,LE21-23,Argentina,,
4,LE27-29,Bolivia,,
4,LE31-33,Brazil,,
4,LE36-38,Chile,,
4,LE41-43,Colombia,,
4,LE46-48,Ecuador,,
